FAC_TYPE,VERS_DATE,SERIAL_NO,NAME,LATITUDE,LONGITUDE,SITE_CLASS,WILDERNESS,DIS_ACCESS,ACCESS_DSC,FEE,COMMENTS,MAINT_BY,LABEL,ACT_CODE,FAC_CODE,PUBLISHED,CLOS_STAT,CLOS_DESC,CLOS_START,CLOS_OPEN,CLOS_REAS,CAMPING,CAMPING_C,CAMPING_R,CAMPERVANG,CAMPERVANC,CAMPERVANT,CAMPVANR,TB_VISITOR,TBVA_C,TBVA_R,HERITAGE,HERITAGE_C,HERITAGE_R,FISHING,FISHING_C,FISHING_R,FOSSICKING,FOSSICK_C,FOSSICK_R,HANG_GLIDE,HANG_GLD_C,HANG_GLD_R,HORSE_RIDE,HORSERIDEC,HORSERIDER,PADDLING,PADDLING_C,PADDLING_R,PICNICING,PICNIC_C,PICNICINGR,REDUCE_NA,REDUCE_C,REDUCE_R,ROCKCLIMB,ROCKCLMB_C,ROCKCLIMBR,TREE_VIEW,TREEVIEW_C,TREEVIEW_R,WALKINGDOG,WALKDOG_C,WALKDOG_R,WILDLIFE,WILDLIFE_C,WILDLIFE_R,PCT_AFRAME,PCT_PEDEST,PCT_OTHER,BBQ_ELEC,BBQ_PIT,BBQ_GAS,BBQ_WOOD,IS_PART_OF,PHOTO_ID_1,PHOTO_ID_2,PHOTO_ID_3,SDE_DATE,Y_COORD,X_COORD,ALTER_DATE,ENTITY_ID,UFI
REC SITES,2021/09/25,"8360",North Maintongoon 2,-37.1503938080,145.9129235230,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 28Km an",,"With so many possible activities surrounding you (fishing, motorbike riding, water sports and four-wheel driving) why wouldnt you want to utilise this camp site. From your camp you will have views over Lake Eildon and the Delatite Arm and with the site o",MANSFIELD,North Maintongoon 2,WCUP,Y,Y,,,,,,Y,"If camping at this site, you will find yourself across from Lake Eildon. This site is on a slight slope but is often unattended because of the distance from the beginning of the reserve. Offering wide open spaces and shade from the surrounding revegetate","1",Y,"This site is accessible for large and small caravans and camper trailers, although be aware that there is a long period spent on a dirt road to get to the site and some tight corners. 
Please note  the site is on a slightly sloping aspect.",CAMPER TRAILER,"4",,,"0",,,"0",Y,"Head down to the banks of Lake Eildon to try your luck at catching a fish. The shore offers a good opportunity to troll for native fish and redfin, with best times for general trolling being Spring- early Summer. People often jump in their tinny and head","3",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121643","121644","121645",2021/09/25,-37.1503938080,145.9129235230,,,1135853-20210607
REC SITES,2021/09/25,"50452",Number One Camp Horseyards,-37.3203970000,145.1733740000,MID,,NONE,"From Melbourne, take the Hume Highway to the Broadford exit; turn right here along Spur road to Main Mountain road.  Continue down Main Mountain road for approximately 2 km to Two Tees road turn left and drive on to the five ways.  Take Flowerdale road a",,"Popular with small groups and Australian Trail Horse Riding Australia club members this camp is perfect to set up your tent on the grass next to your horse as it provides secure horse yards, picnic shelter, wood fire BBQ's and toilet facilities.",BROADFORD,Number One Camp Horseyards,W,UeY,Y,,,,,,Y,"Why not spend the whole weekend, riding around the various trails of Mt Disappointment State Forest.  Whilst you set up camp in the grassy area, your horse is housed in the nearby yards.  Be sure to bring plenty of water for both you and your horse as th","2",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Nestled under the large gum trees this camping/picnic site has been set aside for those that would like to enjoy a day horse trail or an overnight stay.  With ample float parking, horse yards, picnic facilities and a toilet the area is an excellent choic","1",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,"1",,"121883","121884","121885",2021/09/25,-37.3203970000,145.1733740000,,,1603319-20210216
REC SITES,2021/09/25,"50688",Snowy Camp,-37.5421630000,146.0161590000,VERY BASIC,,NONE,From Marysville - Take the Woods Point road.  After 18km veer left at the Cumberland Junction then turn left down Eildon Warburton road.       From Warburton - Follow the Warburton Woods Point Road and turn right at Cumberland Junction then left down Eil,,,MARYSVILLE,Snowy Camp,W,,Y,,,,,,Y,"If you would like to get away from the main Big River road, there are two separate spacious grassy sites under shady Eucalypt trees located off Snowy road.  Head over the bridge and settle along the banks of the river.  Here you can set up tent and enjoy","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121928","121929","121930",2021/09/25,-37.5421630000,146.0161590000,,,1603292-20170626
REC SITES,2021/09/25,"50815",Water Guage,-37.4140060000,145.5639010000,HIGH,,PARTIAL,"From Melbourne - travel along the Melba Highway to the intersection of Murrindindi Road just before Devlins Bridge.  Turn right and drive 10km to the Reserve then follow the Murrindindi Road south for approximately 3km past the Rangers Hut.  
","7","Water Gauge Camp is one of the popular camping areas within the Murrindindi Scenic Reserve.  All sites in the Reserve require a permit - motorcycle $3, car $7, small bus $20, large bus $35 per night.  All funds collected go directly back into the upkeep",TOOLANGI MAIN RD,Water Guage,W,oUeY,Y,,,,,,Y,Water Gauge Camp provides individual sites nestled in the gully alongside the Murrindindi River.  Here you can set up camp then walk across the suspension bridge to access the Murrindindi River Walk or Wilhelmina Falls Walking track.,"1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,Located just off Murrindindi Road this site caters for both picnicking and camping and is close to several walking tracks and the Murrindindi River.,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,"1",,,,"122006","122007","122008",2021/09/25,-37.4140060000,145.5639010000,,,1741523-20181114
REC SITES,2021/09/25,"51142",Trawool Reservoir Camp,-37.1205730000,145.1931380000,BASIC,,NONE,The Tallarook State Forest is located north of Melbourne between the township of Broadford and Seymour.  Access is via Ennis Road off the Hume Highway.  Ennis road turns into Main road.  The easiest way to the Reservoir is turning left into West Falls ro,,"On of the most hidden away, serene and beautiful camping areas.  You will need fourwheel drive to access the camping ground but it is worth the drive.  Set next to the Trawool Reservoir, this area has separate camping sites and a picnic area with shelter",BROADFORD,Trawool Reservoir Camp,WP,e,Y,,,,,,Y,"Trawool Reservoir was built in the 1890s to supply water to Seymour and the nearby railway.  The 350 foot long, 23 foot high granite ashlar masonry weir is no longer used as a water supply.  It holds water year round and remains an attractive feature in","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,The reservoir is deep enough for a quick paddle in the water. Some visitors even like to bring a canoe or blow up boat.,"4",Y,"Spending the day, 4 wheel driving around the Tallarook State Forest, Trawool Reservoir is located at the most northern end.  Here there are picnic facilities where you can enjoy the day, paddling in the nearby water.  
","2",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,"1",,,,"121988","121989","121990",2021/09/25,-37.1205730000,145.1931380000,,,1883497-20210216
REC SITES,2021/09/25,"60099",Checking Station,-37.8015560000,146.0149600000,MID,,NONE,"Head north out of Noojee on the Loch Valley Road for approximately 8 km, then turn right into Toorongo Road and make your way through the plantation forests for a further 3 and half kms until you reach the junction with North Loch Road. Turn left into No",,"A great base for trailbike riders to explore the diverse range of surrounding tracks in the Noojee State Forest.  While primarily catering for trailbike riders, this site is also a pretty place for a picnic or camping.",NOOJEE,Checking Station,WV,UeY,Y,FULL CLOSURE,VGO site upgrades to improve site for camping and day visitor use,2021/05/07,2021/12/30,MAINTENANCE WORKS,Y,"A pretty, open site located where the pine plantations meet tall native forest. Called the checking station as it was once a stopping point for harvested logs to be graded before being transported to mill.  The site offers a small flat, grassed area suit","2",,,,"0",TRAIL BIKE VISITOR AREA,"A spacious unloading area with a shelter with benches, handy for a pre-ride brief or post-ride review.  The surrounding Noojee State Forest offes a range of riding experiences with hilly terrain and flowing tracks with some rocky and rutted sections. Pre","0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Catering primarily for weekend trailbike riders, this is also a nice spot to picnic during the week with a small number of tables and open fire pit. Deciduous trees are a colourful highlight in autumn.","3",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,,,"120662","120663","120664",2021/09/25,-37.8015560000,146.0149600000,,,1320515-20201104
REC SITES,2021/09/25,"3866",Upper Loddon Bush Camp,-37.2564490000,144.2447540000,VERY BASIC,,NONE,"Located in Upper Loddon State Forest, 6.6 kms north of Glenlyon. From Glenlyon take the Back Glenlyon Rd west, turn right into Green Gully Rd, turn right into Walls Lane cross the Loddon at Walls Crossing, turn left onto the bush track, then turn right t",,"A tranquil quiet camp ground on the Loddon River. Access in the winter months is 4WD only. 
Site to be upgraded, there are 3 seperate camps all in close proximity to each other, all with a BBQ and Picnic table",CASTLEMAINE,Upper Loddon Bush Camp,W,,Y,,,,,,Y,These basic bush camps are a great place to relax and get away from it all on the Loddon River - basic facilities such as picnic tables and bbqs are provided. The forests surrounding Castlemaine are unique and support a diverse range of forest types. The,"1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,"1",,"122363","122364","122365",2021/09/25,-37.2564490000,144.2447540000,,,469520-20200501
REC SITES,2021/09/25,"8371",Owens Hill,-37.1158209470,145.9150718360,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 21Km an",,"This area has since been revegetated with native forests, although some areas still contain pine plantations. Situated on the shore of lake Eildon this area is popular for a number of different recreational uses including: fishing, four-wheel driving, mo",MANSFIELD,Owens Hill,WCUP,Y,Y,,,,,,Y,"Imagine waking up in the morning to birds singing and stunning views over lake Eildon, thats what this site offers. A large dispersed campground offers room enough for large groups or multiple smaller groups. The grounds are relatively flat with small sl","1",Y,"This site can be accessed by small caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",,"5",,,"0",,,"0",Y,"Try your luck at catching some fish along the shores of Lake Eildon, troll in the water to discover native fish and throw out a couple of spinnerbaits and Jackalls off the shore. If you have your tinny nearby why not go out for a deep troll and see if yo","2",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"4",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"121601","121602","121603",2021/09/25,-37.1158209470,145.9150718360,,,1135856-20210607
REC SITES,2021/09/25,"8379",Harrops Flat,-37.1247632840,145.9389987920,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 18Km an",,"On the shores of Lake Eildon this site has lots to offer, nestled in Crocketts bay this site is fantastic for fishing and camping alike.
This is a central site for several recreational activities, including: fishing, four-wheel driving, motorbike riding",MANSFIELD,Harrops Flat,WCUP,Y,Y,,,,,,Y,"A sheltered spot nestled in Crocketts Bay, this site offers sparse camp grounds under mature Eucalypt trees offering much needed shade in the warmer months.","1",Y,"This site can be accessed by small caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",,"2",,,"0",,,"0",Y,"Deep water trolling is the preferred fishing types at this site, although you could try your hand at lure casting from the bank.
Please be aware that if fishing you will need to hold a current Victorian Fishing License.
","3",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"5",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121526","121527","121528",2021/09/25,-37.1247632840,145.9389987920,,,1135862-20200722
REC SITES,2021/09/25,"8384",Wentworths,-37.1389500080,145.9800002380,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 11Km an",,"This area was first utilised for producing pine plantations, after most of the pine plantations had been removed revegetation work began and you can see this surrounding you. With mature Eucalypt species offering much needed shade in the warmer months th",MANSFIELD,Wentworths,WCUP,Y,Y,,,,,,Y,"Camp under the mature Eucalypt trees that surround you. With lots of shade available this site is perfect for hot summer days, enjoy the water lapping at the shore and the boats flying by in the water. Wentworth is a large campsite that is flat so perfec","2",Y,"This site can be accessed by small caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",,"5",,,"0",,,"0",Y,"Excellent shores for trolling and lure casting for native fish, why not try your luck at catching a Murray cod by taking your tinny out and trolling in the deeper waters. 
Please be aware that if fishing you will need to hold a current Victorian Fishing","3",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"6",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"121694","121695","121696",2021/09/25,-37.1389500080,145.9800002380,,,1135858-20200717
REC SITES,2021/09/25,"8388",Ewarts Flat,-37.1381598310,145.9783919160,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 12Km an",,"Listen to the lapping sound of the water on the lake edge whilst kicking back and enjoying the beautiful sunset coming your way this afternoon. This area has a centre point for a number of recreational activities including: fishing, four-wheel driving, m",MANSFIELD,Ewarts Flat,WCP,oY,Y,,,,,,Y,A simple site close to the beginning of the Delatite Arm reserve. An expansive campground lays ahead of connecting to Ewarts Flat across the small creek. This site is good for large groups or several smaller groups.,"2",Y,"This site can be accessed by small caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",SMALL CARAVAN,"3",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"1",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"121505","121506","121507",2021/09/25,-37.1381598310,145.9783919160,,,1135854-20210607
REC SITES,2021/09/25,"8540",Brahams Trail Bike Visitor Area,-37.7389810000,145.7828130000,VERY BASIC,,NONE,"From Melbourne head out along the Maroondah Highway to Lilydale. Past Lilydale, head right onto Warburton Highway. Continue the extent of Warburton Highway, through the township of Warburton onto Woods Point Road. Continue until you reach the town of Eas",,,POWELLTOWN,Brahams Trail Bike Visitor Area,V,,Y,,,,,,,,"0",,,,"0",TRAIL BIKE VISITOR AREA,Brahams Trail Bike Visitor Area provides an open area off Brahams Road to park vehicles to load and unload motorbikes. The area is in close vicinity to both Lyrebird Track and Stringybark Track where you can access the Yarra Divide Trail Bike Ride.,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"8540",,,2021/09/25,-37.7389810000,145.7828130000,,,1152057-20210608
